OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
0.3333333333333333,0.6739130434782616,0.25,3,3,0.1571194762684124,0.1436438733363928,0.1179351921627731,0.3333333333333333,3,0.3333333333333333,0,0.25,0.3046544428772919,0.0831134564643799
0.4444444444444445,0.3478260869565215,0.0,3,3,0.0749590834697217,0.1149609912804038,0.0943858327053504,0.3333333333333333,3,0.2499999999999999,2,0.25,0.2581100141043723,0.0667962782946813
0.3333333333333333,0.6304347826086953,0.1499999999999985,3,3,0.1554828150572831,0.2044515832950894,0.1678598342125094,0.3333333333333333,3,0.3333333333333333,3,0.0,0.0,0.1306068601583113
0.5555555555555556,0.7608695652173925,0.8500000000000014,3,3,0.2635024549918167,0.2927948600275355,0.2403918613413715,0.6666666666666666,2,0.3333333333333333,1,0.5,0.3385049365303244,0.2362171920566588
0.5555555555555556,0.8188405797101446,0.5833333333333357,2,2,0.1212765957446808,0.1475447452960073,0.2633760361718161,0.6666666666666666,2,0.4166666666666666,0,0.5,0.3356840620592383,0.1987223996667129
0.4444444444444445,0.77536231884058,0.4833333333333343,3,4,0.0,0.2755851307939422,0.2262622456669178,0.6666666666666666,3,0.5,2,0.5,0.2891396332863187,0.1167393417580891
0.6666666666666665,0.9927536231884062,0.9833333333333344,3,2,0.2006546644844517,0.2046810463515374,0.1680482290881688,0.6666666666666666,2,0.3333333333333333,1,0.75,0.5218617771509168,0.2277461463685599
0.6666666666666665,0.4275362318840585,0.0,3,3,0.1702127659574468,0.2046810463515374,0.2795779954785229,0.3333333333333333,3,0.4166666666666666,2,0.25,0.1692524682651622,0.1869184835439522
0.7777777777777777,0.9492753623188416,0.8999999999999986,2,0,0.1723404255319149,0.1649839375860486,0.3123587038432555,0.6666666666666666,2,0.5833333333333334,1,0.5,0.4569816643159379,0.2987085127065685
0.3333333333333333,0.0942028985507246,0.75,3,1,0.1049099836333879,0.1636071592473611,0.1343255463451394,0.3333333333333333,3,0.3333333333333333,2,0.25,0.192524682651622,0.0904041105402027
0.4444444444444445,0.5507246376811601,0.0,3,3,0.1291325695581014,0.1044056906837999,0.0857196684250188,0.3333333333333333,3,0.2499999999999999,2,0.25,0.1763046544428773,0.1112345507568393
0.4444444444444445,0.3405797101449277,0.9166666666666644,3,3,0.1297872340425532,0.1521340064249655,0.2228711379050489,0.6666666666666666,1,0.4166666666666666,3,0.0,0.0,0.1112345507568393
0.5555555555555556,0.7608695652173925,0.4500000000000028,3,2,0.3018003273322422,0.3464892152363469,0.2844762622456669,0.6666666666666666,3,0.4166666666666666,1,0.5,0.385049365303244,0.2153867518400222
0.5555555555555556,0.5942028985507246,0.3666666666666671,3,3,0.162684124386252,0.2023864157870582,0.2865486058779201,0.6666666666666666,3,0.4166666666666666,2,0.25,0.2291960507757404,0.1416469934731287
0.6666666666666665,0.9275362318840584,0.8333333333333357,3,2,0.0628477905073649,0.1009637448370812,0.2064807837226827,0.6666666666666666,3,0.4166666666666666,0,0.5,0.2820874471086037,0.2014997916955978
0.6666666666666665,0.9782608695652169,0.9500000000000028,2,0,0.206873977086743,0.2175309775126205,0.4449886963074604,0.6666666666666666,0,0.6666666666666666,0,0.75,0.5585331452750353,0.4847521177614221
0.5555555555555556,0.5869565217391308,0.0499999999999971,3,2,0.2960720130932897,0.4417163836622304,0.3626601356443105,0.6666666666666666,2,0.4166666666666666,2,0.5,0.3173483779971791,0.252881544229968
0.5555555555555556,0.5289855072463769,0.8666666666666671,3,3,0.1682487725040916,0.2528682882055989,0.3741522230595328,0.6666666666666666,2,0.5833333333333334,2,0.25,0.1269393511988716,0.3119011248437717
0.5555555555555556,0.9202898550724647,0.8166666666666629,3,2,0.1193126022913257,0.0906379072969252,0.2117558402411454,0.6666666666666666,3,0.2499999999999999,2,0.5,0.310296191819464,0.195945007637828
0.4444444444444445,0.6521739130434785,0.2000000000000028,3,3,0.1787234042553191,0.1739329967875172,0.1428033157498116,0.3333333333333333,3,0.3333333333333333,2,0.25,0.2031029619181946,0.1445632551034578
0.4444444444444445,0.9710144927536232,0.9500000000000028,3,2,0.1841243862520458,0.1815052776502983,0.1490203466465712,0.3333333333333333,3,0.2499999999999999,2,0.5,0.3032440056417489,0.1667823913345368
0.6666666666666665,0.8550724637681171,0.6666666666666643,3,2,0.2738134206219312,0.3132170720513997,0.5440844009042953,1.0,2,0.75,2,0.75,0.4188998589562764,0.3959172337175392
0.5555555555555556,0.9637681159420292,0.93333333333333,2,2,0.1191489361702127,0.0904084442404772,0.2113790504898267,0.6666666666666666,2,0.5,0,0.5,0.2750352609308886,0.1792667685043744
0.5555555555555556,0.7028985507246386,0.3166666666666629,3,3,0.153518821603928,0.1500688389169343,0.1232102486812358,0.3333333333333333,3,0.1666666666666666,2,0.5,0.3808180535966149,0.2014997916955978
0.3333333333333333,0.4855072463768124,0.0,3,3,0.1198036006546645,0.1005048187241854,0.1486435568952524,0.3333333333333333,3,0.1666666666666666,2,0.25,0.1861777150916784,0.0904041105402027
0.5555555555555556,0.6231884057971016,0.1333333333333328,3,3,0.176759410801964,0.1711794401101422,0.140542577241899,0.3333333333333333,3,0.2499999999999999,2,0.25,0.2031029619181946,0.1403971670601305
0.5555555555555556,0.8768115942028984,0.7166666666666686,2,2,0.1962356792144026,0.1984855438274438,0.1629615674453655,0.6666666666666666,2,0.2499999999999999,1,0.5,0.3737658674188998,0.1652548257186502
0.5555555555555556,0.77536231884058,0.7999999999999972,3,2,0.2229132569558101,0.2872877466727856,0.2358703843255463,0.6666666666666666,3,0.4166666666666666,2,0.5,0.3067700987306064,0.2028884877100402
0.5555555555555556,0.4565217391304355,0.5333333333333314,3,3,0.0851063829787234,0.0426801284993116,0.0791258477769404,0.3333333333333333,3,0.2499999999999999,3,0.0,0.0,0.0688793223163449
0.5555555555555556,0.7536231884057969,0.43333333333333,3,2,0.1764320785597381,0.143184947223497,0.1175584024114544,0.6666666666666666,3,0.2499999999999999,1,0.5,0.310296191819464,0.129287598944591
0.4444444444444445,0.4202898550724647,0.0,3,3,0.1099836333878887,0.1161083065626434,0.0953278070836473,0.3333333333333333,3,0.2499999999999999,3,0.0,0.0,0.072351062352451
0.5555555555555556,0.6811594202898554,0.2666666666666657,3,3,0.1080196399345335,0.0748049564020192,0.1910324039186134,0.3333333333333333,3,0.3333333333333333,1,0.5,0.3194640338504936,0.1667823913345368
0.4444444444444445,0.6231884057971016,0.68333333333333,3,3,0.164975450081833,0.1649839375860486,0.1354559155990957,0.3333333333333333,0,0.3333333333333333,1,0.5,0.5289139633286318,0.1598389112623247
0.6666666666666665,0.6811594202898554,0.2666666666666657,3,3,0.1512274959083469,0.2023864157870582,0.3434438583270535,0.6666666666666666,2,0.5,0,0.5,0.343441466854725,0.26537980835995
0.5555555555555556,0.9275362318840584,0.8333333333333357,2,2,0.1623567921440262,0.1578705828361633,0.3240391861341371,0.6666666666666666,2,0.4166666666666666,1,0.5,0.2750352609308886,0.2903763366199139
0.4444444444444445,0.6304347826086953,0.8666666666666671,3,3,0.1739770867430442,0.2278568150527765,0.1870761115297664,0.3333333333333333,2,0.4166666666666666,2,0.5,0.4400564174894217,0.1608804332731565
0.7777777777777777,0.9347826086956524,0.8666666666666671,2,0,0.2073649754500818,0.2207434603028912,0.1812358703843255,0.6666666666666666,2,0.3333333333333333,0,0.5,0.3321579689703808,0.2570476322732953
0.4444444444444445,0.695652173913043,0.7166666666666686,3,3,0.2391162029459902,0.3182652592932538,0.2613036925395629,0.6666666666666666,3,0.4166666666666666,1,0.5,0.310296191819464,0.2014997916955978
0.6666666666666665,0.7101449275362324,0.3333333333333357,3,3,0.2134206219312602,0.3093162000917852,0.253956292388847,0.6666666666666666,3,0.4166666666666666,2,0.5,0.3737658674188998,0.1931676156089432
0.4444444444444445,0.6884057971014492,0.2833333333333314,3,3,0.1986906710310965,0.2019274896741624,0.1657874905802562,0.6666666666666666,3,0.2499999999999999,1,0.25,0.2242595204513399,0.1501180391612276
0.6666666666666665,0.8405797101449277,0.6499999999999986,3,3,0.3121112929623568,0.3728774667278568,0.3061416729464958,1.0,3,0.5833333333333334,2,0.75,0.540197461212976,0.1890015275656159
