OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
0.5555555555555556,0.942028985507246,0.8666666666666671,0.0,2,2,2,3,0.0,0.1653027823240589,0,0.1551170261587884,0.6087167070217918,0.3641672946495855,0.6666666666666666,2,0.5,0.3333333333333333,4,3,0.927272727272726,1,0.5,0.2750352609308886,0.1400233372228704,0.0840950639853747,200000
0.5555555555555556,0.5869565217391308,0.0499999999999971,0.115,3,1,2,2,0.0062012756909992,0.2960720130932897,4,0.4417163836622304,0.0,0.3626601356443105,0.6666666666666666,2,0.4166666666666666,0.6666666666666666,2,2,0.4818181818181806,2,0.5,0.3173483779971791,0.1936989498249708,0.2193784277879341,217000
0.4444444444444445,0.6014492753623184,0.75,0.0,3,1,3,3,0.031892274982282,0.1350245499181669,4,0.1126663607159247,0.0,0.0925018839487565,0.3333333333333333,3,0.1666666666666666,0.0,5,5,0.5727272727272705,1,0.5,0.5077574047954866,0.1633605600933488,0.0914076782449725,125000
0.5555555555555556,0.7608695652173925,0.4500000000000028,0.0875,3,1,3,3,0.0947909284195606,0.1129296235679214,4,0.0835245525470399,0.3525423728813559,0.2057272042200452,0.3333333333333333,3,0.3333333333333333,0.0,5,1,0.6999999999999993,0,0.5,0.310296191819464,0.294049008168028,0.0,159500
0.5555555555555556,0.8260869565217401,0.6000000000000014,0.0825,3,1,2,3,0.2476966690290574,0.262847790507365,4,0.3022028453419,0.0,0.2481160512434062,0.6666666666666666,3,0.4166666666666666,0.3333333333333333,4,1,0.7818181818181813,0,0.5,0.4344146685472496,0.2240373395565927,0.0,184000
0.4444444444444445,0.3913043478260878,0.0,0.0,3,0,3,3,0.0,0.1256955810147299,1,0.1044056906837999,0.0,0.0857196684250188,0.3333333333333333,3,0.2499999999999999,0.0,5,5,0.2363636363636345,2,0.25,0.1410437235543018,0.0,0.0,96500
0.4444444444444445,0.7028985507246386,0.3166666666666629,0.23,3,1,3,3,0.0885896527285613,0.2042553191489362,4,0.2303809086737035,0.6276029055690072,0.4333082140165787,0.6666666666666666,3,0.8333333333333334,0.0,5,5,0.6272727272727252,2,1.0,0.6826516220028208,0.0,0.0,200000
0.4444444444444445,0.4057971014492754,0.0,0.0,3,0,3,3,0.0,0.1705400981996726,0,0.1624598439651216,0.2585956416464891,0.2339864355689525,0.3333333333333333,3,0.5,0.3333333333333333,2,5,0.2545454545454539,2,0.25,0.1586741889985895,0.0,0.0,149000
0.5555555555555556,0.9637681159420292,0.9500000000000028,0.0,2,2,2,3,0.0,0.1281505728314239,0,0.1030289123451124,0.3394673123486683,0.2166541070082893,0.6666666666666666,2,0.5,0.3333333333333333,2,1,0.9545454545454533,0,0.5,0.2771509167842031,0.0,0.1316270566727605,178900
0.6666666666666665,0.9492753623188416,0.8833333333333329,-1.0,2,2,2,3,0.1475903614457831,0.1924713584288052,0,0.1987150068838916,0.0,0.1631499623210248,0.6666666666666666,2,0.2499999999999999,0.0,5,1,0.9363636363636338,1,0.5,0.3913963328631876,0.0,0.0749542961608775,184900
0.6666666666666665,0.9710144927536232,0.9500000000000028,0.0,2,2,2,3,0.0,0.102291325695581,0,0.0667737494263423,0.3026634382566586,0.1725697061039939,0.6666666666666666,2,0.2499999999999999,0.0,5,5,0.9636363636363612,1,0.5,0.3723554301833568,0.0,0.0987202925045703,164700
0.6666666666666665,0.6304347826086953,0.8666666666666671,0.0,2,2,2,0,0.2491141034727144,0.3112929623567921,4,0.3597980725103258,0.0,0.295403165033911,0.6666666666666666,0,0.4166666666666666,0.6666666666666666,4,1,0.5363636363636353,0,0.5,0.3998589562764457,0.0,0.3784277879341864,335000
0.2222222222222222,0.5579710144927539,0.0,0.2125,3,3,4,4,0.0,0.0,1,0.1620009178522257,0.0,0.1330067822155237,0.6666666666666666,3,0.3333333333333333,0.0,5,5,0.4454545454545453,2,0.5,0.2820874471086037,0.0,0.0,87500
0.6666666666666665,0.9927536231884062,0.9833333333333344,0.1675,2,2,2,3,0.0,0.2458265139116203,0,0.268012849931161,0.0,0.2200452147701582,0.6666666666666666,2,0.4166666666666666,0.0,5,1,0.9909090909090884,1,0.5,0.4541607898448519,0.0,0.2084095063985374,233170
0.4444444444444445,0.6811594202898554,0.93333333333333,0.0,3,1,3,3,0.0,0.2009819967266776,2,0.2051399724644332,0.0,0.1684250188394875,0.3333333333333333,2,0.3333333333333333,0.0,5,1,0.5999999999999979,2,0.25,0.191114245416079,0.0,0.1188299817184643,149350
0.4444444444444445,0.5579710144927539,0.0,0.0,2,1,3,3,0.0664422395464209,0.1361702127659574,2,0.1610830656264341,0.0,0.1759608138658628,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,2,1,0.4454545454545453,2,0.25,0.2031029619181946,0.0,0.0511882998171846,133000
0.4444444444444445,0.3840579710144922,0.0,0.0,3,1,3,3,0.0829199149539333,0.1414075286415712,4,0.1216154199173933,0.0,0.0998492840994725,0.3333333333333333,3,0.2499999999999999,0.0,5,6,-1.0,3,0.0,0.0,0.0,0.0,98000
0.5555555555555556,0.7826086956521738,0.5,0.098125,3,1,2,3,0.1107370659107016,0.2759410801963993,4,0.3102340523175768,0.0,0.2547098718914845,0.6666666666666666,3,0.4166666666666666,0.3333333333333333,4,1,0.7272727272727266,2,0.5,0.4315937940761636,0.4480746791131855,0.2394881170018281,207500
0.3333333333333333,0.7536231884057969,0.7166666666666686,0.0,3,1,3,3,0.1977321048901488,0.2096563011456628,0,0.2950894905920147,0.0,0.2422758100979653,0.6666666666666666,3,0.5,0.3333333333333333,4,1,0.8454545454545439,2,0.5,0.3455571227080395,0.1400233372228704,0.1425959780621572,150000
0.4444444444444445,0.7971014492753632,0.5333333333333314,0.0,3,1,2,0,0.1213678242381289,0.1404255319148936,4,0.1202386415787058,0.0,0.0987189148455162,0.3333333333333333,3,0.2499999999999999,0.0,5,5,0.754545454545454,2,0.5,0.4062059238363892,0.1400233372228704,0.0,134900
0.6666666666666665,0.9710144927536232,0.93333333333333,0.0,2,2,2,3,0.0,0.211620294599018,0,0.2218907755851308,0.0,0.1821778447626224,0.6666666666666666,2,0.2499999999999999,0.3333333333333333,2,1,0.9636363636363612,1,0.5,0.4033850493653032,0.2520420070011668,0.2212065813528336,187750
0.5555555555555556,0.5869565217391308,0.0499999999999971,0.05625,3,1,3,3,0.1814316087880935,0.2463175122749591,0,0.2687012391005048,0.0,0.2206103993971364,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,4,1,0.4818181818181806,1,0.5,0.3561354019746121,0.0,0.0,149500
0.3333333333333333,0.7101449275362324,0.3333333333333357,0.0,3,1,3,3,0.0,0.1414075286415712,2,0.1216154199173933,0.0,0.0998492840994725,0.3333333333333333,3,0.2499999999999999,0.0,5,1,0.6545454545454525,2,0.25,0.1974612129760225,0.0,0.0,116050
0.4444444444444445,0.77536231884058,0.4833333333333343,0.171875,3,1,2,0,0.1924167257264351,0.1777414075286416,4,0.2042221202386415,0.0,0.16767143933685,0.0,3,0.3333333333333333,0.6666666666666666,4,5,0.7181818181818151,2,0.5,0.3723554301833568,0.1400233372228704,0.0,153337
0.4444444444444445,0.5942028985507246,0.0666666666666628,0.0,3,2,2,2,0.1885187810063784,0.2263502454991816,4,0.2407067462138596,0.0,0.1976262245666917,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,2,1,0.4909090909090885,2,0.25,0.2496473906911142,0.5962660443407234,0.2120658135283363,165000
0.4444444444444445,0.7971014492753632,0.9666666666666686,0.0,2,1,3,3,0.1135719347980156,0.1335515548281506,0,0.1106011932078935,0.0,0.0908063300678221,0.3333333333333333,2,0.2499999999999999,0.3333333333333333,0,1,0.7454545454545425,2,0.25,0.1861777150916784,0.0,0.0,130500
0.6666666666666665,0.9057971014492754,0.7999999999999972,0.125,3,2,2,1,0.2319277108433735,0.2199672667757774,0,0.231757687012391,0.0,0.1902788244159758,0.6666666666666666,3,0.5,0.0,5,1,0.8818181818181792,0,1.0,0.5528913963328632,0.0,0.0,206300
0.6666666666666665,0.9782608695652169,0.9500000000000028,0.0,2,2,2,3,0.0,0.1127659574468085,0,0.0846718678292794,0.3336561743341404,0.1993217784476262,0.6666666666666666,2,0.2499999999999999,0.0,5,5,0.9727272727272728,2,0.5,0.3808180535966149,0.0,0.186471663619744,146000
0.4444444444444445,0.6376811594202909,0.1666666666666643,0.04125,3,1,3,3,0.0,0.17430441898527,2,0.1677374942634235,0.0,0.1377166541070082,0.3333333333333333,3,0.3333333333333333,0.0,5,5,0.672727272727272,2,0.5,0.3251057827926657,0.0863477246207701,0.0,126500
0.4444444444444445,0.27536231884058,0.8833333333333329,0.0,3,2,3,3,0.0,0.1081833060556465,0,0.0750344194584671,0.2852300242130751,0.1725697061039939,0.6666666666666666,3,0.5,0.3333333333333333,2,5,0.7727272727272698,2,0.5,0.389280677009873,0.2823803967327887,0.0,139000
0.3333333333333333,0.3478260869565215,0.9666666666666686,0.0,3,0,3,3,0.0,0.1204582651391162,2,0.0922441486920605,0.3467312348668281,0.2106254709871891,0.6666666666666666,3,0.5,0.0,5,6,-1.0,3,0.0,0.0,0.0,0.0,113000
0.5555555555555556,0.3768115942028984,0.0,0.0,3,0,3,3,0.0,0.0936170212765957,1,0.054612207434603,0.2537530266343826,0.1435568952524491,0.3333333333333333,3,0.2499999999999999,0.0,5,6,-1.0,3,0.0,0.0,0.0,0.0146252285191956,79000
0.6666666666666665,0.9782608695652169,0.9666666666666686,-1.0,2,2,2,3,0.0,0.2337152209492635,0,0.2510325837540156,0.0,0.2061039939713639,0.6666666666666666,2,0.3333333333333333,0.0,5,1,0.9727272727272728,0,0.5,0.3385049365303244,0.0,0.2193784277879341,182000
0.5555555555555556,0.8913043478260878,0.7666666666666657,0.0,3,2,2,3,0.0388022678951098,0.1265139116202946,2,0.1007342817806333,0.4285714285714285,0.2494348153730218,0.6666666666666666,3,0.5,0.3333333333333333,4,1,0.8636363636363633,0,0.5,0.3039492242595204,0.2613768961493582,0.1535648994515539,188000
0.4444444444444445,0.5652173913043477,0.8666666666666671,0.0,3,1,3,3,0.0705173635719348,0.1414075286415712,2,0.1216154199173933,0.0,0.0998492840994725,0.3333333333333333,2,0.2499999999999999,0.0,5,5,0.7272727272727266,1,0.5,0.5077574047954866,0.2263710618436406,0.0,129000
0.4444444444444445,0.3188405797101445,0.75,0.0,3,2,3,2,0.0,0.1122749590834697,2,0.1408903166590178,0.4745762711864407,0.300301431801055,0.6666666666666666,3,0.6666666666666666,0.0,5,6,-1.0,3,0.0,0.0,0.0,0.0,160000
0.5555555555555556,0.6521739130434785,0.9166666666666644,0.148125,2,1,3,3,0.0,0.2158756137479542,4,0.276044056906838,0.0,0.2266390354182366,0.3333333333333333,2,0.4166666666666666,0.3333333333333333,2,1,0.5636363636363626,1,0.5,0.3258110014104372,0.0,0.0658135283363802,174000
0.6666666666666665,0.9710144927536232,0.93333333333333,0.0,2,2,2,0,0.0,0.1438625204582651,0,0.1250573657641119,0.4765133171912833,0.2880557648831952,0.6666666666666666,2,0.5833333333333334,0.3333333333333333,2,3,0.9636363636363612,0,0.75,0.465444287729196,0.116686114352392,0.0310786106032906,219210
1.0,0.9855072463768124,0.9666666666666686,0.1,0,2,0,0,0.1355421686746988,0.1664484451718494,0,0.158788435061955,0.4750605326876513,0.3151846269781462,0.6666666666666666,0,0.6666666666666666,0.3333333333333333,0,1,0.9818181818181806,0,0.75,0.5726375176304654,0.1960326721120186,0.0950639853747714,310000
0.8888888888888888,0.9492753623188416,0.8999999999999986,0.35125,2,2,0,1,0.2776399716513111,0.2932896890343699,0,0.3345571363010555,0.0,0.2746797287113791,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,2,1,0.9363636363636338,0,0.75,0.616361071932299,0.2403733955659276,0.0895795246800731,374000
0.4444444444444445,0.3695652173913046,0.93333333333333,0.0,2,1,3,3,0.0,0.1584288052373159,4,0.1454795777879761,0.0,0.1194423511680482,0.3333333333333333,3,0.2499999999999999,0.0,5,5,0.3181818181818165,2,0.5,0.3385049365303244,0.0,0.0,100000
0.5555555555555556,0.695652173913043,0.5666666666666629,0.1375,3,1,3,2,0.1096739900779589,0.1725040916530278,4,0.2703074804956402,0.5530266343825666,0.4370761115297664,0.6666666666666666,2,0.5833333333333334,0.3333333333333333,2,1,0.6181818181818173,2,0.5,0.4365303244005641,0.0,0.1188299817184643,250000
0.3333333333333333,0.6739130434782616,0.8500000000000014,0.0,3,1,3,0,0.1148121899362154,0.1060556464811784,0,0.1436438733363928,0.0,0.1179351921627731,0.0,3,0.0833333333333333,0.0,5,1,0.5909090909090899,2,0.25,0.2566995768688293,0.102683780630105,0.0,145000
1.0,0.1521739130434785,0.8333333333333357,0.0,0,0,3,3,0.0,0.2024549918166939,2,0.2723726480036714,0.6072639225181599,0.4598718914845516,1.0,2,0.5833333333333334,0.3333333333333333,2,5,0.7999999999999972,2,0.5,0.6205923836389281,0.1225204200700116,0.9177330895795248,325000
0.8888888888888888,0.9710144927536232,0.93333333333333,0.4825,0,2,2,0,0.0,0.3523731587561375,0,0.3981184029371271,0.2779661016949152,0.4350037678975132,0.6666666666666666,0,0.5833333333333334,0.3333333333333333,2,3,0.9636363636363612,0,0.75,0.4894217207334274,0.4830805134189031,0.1535648994515539,380000
0.7777777777777777,0.9565217391304356,0.9166666666666644,0.10875,2,2,0,1,0.2432671863926293,0.2608837970540098,0,0.3010555300596603,0.0,0.2471740768651092,0.6666666666666666,2,0.2499999999999999,0.3333333333333333,2,1,0.9454545454545452,0,0.5,0.3399153737658674,0.1493582263710618,0.0968921389396709,275000
0.5555555555555556,0.8188405797101446,0.5833333333333357,0.053125,2,1,2,3,0.2228915662650602,0.2124386252045826,4,0.221202386415787,0.0,0.1816126601356443,0.6666666666666666,2,0.2499999999999999,0.3333333333333333,4,1,0.7727272727272698,2,0.5,0.2842031029619182,0.1925320886814469,0.0475319926873857,180000
0.7777777777777777,0.9855072463768124,0.9666666666666686,0.045,2,2,2,0,0.0,0.2772504091653028,0,0.3120697567691601,0.0,0.2562170308967596,0.6666666666666666,2,0.4166666666666666,0.0,5,1,0.9818181818181806,1,0.75,0.5472496473906912,0.1866977829638272,0.0603290676416819,245350
0.5555555555555556,0.6376811594202909,0.7999999999999972,0.0,3,1,3,2,0.088235294117647,0.1567921440261866,4,0.143184947223497,0.0,0.1175584024114544,0.3333333333333333,3,0.2499999999999999,0.0,5,1,0.5454545454545432,1,0.25,0.2122708039492242,0.0,0.0,151500
0.4444444444444445,0.6521739130434785,0.2000000000000028,0.0,3,1,3,0,0.1389085754783841,0.1513911620294599,4,0.1525929325378614,0.0,0.125282592313489,0.3333333333333333,3,0.3333333333333333,0.0,5,1,0.5636363636363626,2,0.25,0.2115655853314527,0.175029171528588,0.1316270566727605,134500
0.4444444444444445,0.0217391304347831,0.7666666666666657,0.0,3,1,3,3,0.0,0.1276595744680851,2,0.1023405231757687,0.1162227602905569,0.1292388847023361,0.3333333333333333,3,0.3333333333333333,0.0,5,6,-1.0,3,0.0,0.0,0.0,0.0,94000
0.6666666666666665,0.9275362318840584,0.8333333333333357,0.0,2,2,2,3,0.0944365698086463,0.1332242225859247,0,0.1101422670949976,0.4164648910411622,0.2524491333835719,0.6666666666666666,2,0.4166666666666666,0.0,5,1,0.9090909090909064,1,0.5,0.4675599435825106,0.0,0.1755027422303473,216000
0.7777777777777777,0.8913043478260878,0.75,0.4125,2,2,2,1,0.3004961020552799,0.3451718494271686,0,0.4082147774208352,0.0,0.3351544837980407,0.6666666666666666,2,0.4166666666666666,0.3333333333333333,4,1,0.8636363636363633,0,0.75,0.5916784203102962,0.2753792298716452,0.0840950639853747,350000
0.5555555555555556,0.7536231884057969,0.43333333333333,0.18625,3,1,3,3,0.0276399716513111,0.1387888707037643,4,0.1798990362551629,0.4416464891041162,0.319517709118312,0.6666666666666666,2,0.5,0.3333333333333333,4,1,0.6909090909090878,0,0.5,0.3885754583921015,0.0,0.4095063985374771,195000
0.5555555555555556,0.7826086956521738,0.5,0.0,3,1,2,3,0.0,0.1024549918166939,4,0.0670032124827902,0.2861985472154963,0.1663526752072343,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,4,1,0.7272727272727266,1,0.25,0.2031029619181946,0.0,0.0511882998171846,120000
0.7777777777777777,0.942028985507246,0.8666666666666671,0.093125,2,2,2,3,0.0,0.2101472995090016,0,0.2179899036255163,0.4285714285714285,0.345704596834966,0.6666666666666666,2,0.4166666666666666,0.3333333333333333,2,1,0.927272727272726,1,0.5,0.4562764456981664,0.2240373395565927,0.1590493601462523,228500
0.6666666666666665,0.8840579710144922,0.7333333333333343,0.0,2,2,2,3,0.1054216867469879,0.1592471358428805,0,0.1480036714089031,0.4217917675544794,0.2856066314996232,0.6666666666666666,2,0.4166666666666666,0.3333333333333333,2,3,0.8545454545454518,0,0.5,0.3293370944992947,0.1960326721120186,0.1791590493601462,248000
0.4444444444444445,0.6594202898550723,0.2166666666666685,0.0,3,1,3,3,0.004429482636428,0.1872340425531915,4,0.1858650757228086,0.0,0.1525998492840994,0.3333333333333333,3,0.3333333333333333,0.0,5,5,0.5636363636363626,2,0.25,0.236953455571227,0.0,0.1608775137111517,124000
0.6666666666666665,0.9637681159420292,0.93333333333333,0.00875,2,2,2,3,0.0028348688873139,0.2202945990180033,0,0.2684717760440569,0.0,0.220422004521477,0.6666666666666666,2,0.4166666666666666,0.3333333333333333,2,1,0.9545454545454533,0,0.5,0.3081805359661495,0.1820303383897316,0.036563071297989,191000
0.5555555555555556,0.7391304347826093,0.8166666666666629,0.061875,3,1,3,3,0.1174698795180722,0.1702127659574468,1,0.2237264800367141,0.0,0.1836850037678975,0.3333333333333333,2,0.2499999999999999,0.3333333333333333,1,1,0.672727272727272,1,0.5,0.3413258110014104,0.3092182030338389,0.0,181000
0.5555555555555556,0.4855072463768124,0.0,0.0,3,0,3,2,0.036144578313253,0.0916530278232406,4,0.0835245525470399,0.2711864406779661,0.174076865109269,0.3333333333333333,3,0.3333333333333333,0.0,5,5,0.3545454545454518,2,0.25,0.1974612129760225,0.0,0.0,105000
0.4444444444444445,0.6376811594202909,0.4666666666666685,0.0,3,1,3,3,0.0,0.1600654664484452,4,0.2496558054153281,0.0,0.2049736247174077,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,4,1,0.5454545454545432,1,0.25,0.2016925246826516,0.0,0.0,139900
0.5555555555555556,0.6231884057971016,0.1333333333333328,0.151875,3,1,3,3,0.1077250177179305,0.2360065466448445,2,0.2542450665442863,0.0,0.2087415222305953,0.3333333333333333,3,0.4166666666666666,0.0,5,1,0.5272727272727273,1,0.25,0.2122708039492242,0.0,0.0,157900
0.4444444444444445,0.5362318840579707,0.75,0.0,3,1,3,3,0.0623671155209071,0.1256955810147299,0,0.0995869664983937,0.2092009685230024,0.1631499623210248,0.3333333333333333,3,0.3333333333333333,0.0,5,5,0.418181818181818,2,0.25,0.1692524682651622,0.0,0.0,130500
0.5555555555555556,0.9275362318840584,0.8333333333333357,0.0,3,2,2,3,0.0,0.1559738134206219,0,0.1420376319412574,0.3443099273607748,0.2505651846269781,0.6666666666666666,3,0.4166666666666666,0.3333333333333333,4,1,0.9090909090909064,1,0.5,0.3244005641748942,0.116686114352392,0.073126142595978,172400
0.4444444444444445,0.6014492753623184,0.0833333333333357,0.0,3,1,3,3,0.068036853295535,0.0628477905073649,4,0.2354290959155575,0.0,0.193293142426526,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,4,5,0.5636363636363626,2,0.5,0.4033850493653032,0.0,0.0914076782449725,130000
0.7777777777777777,0.9565217391304356,0.8999999999999986,0.0,2,2,0,0,0.0,0.1157119476268412,0,0.0855897200550711,0.3423728813559322,0.2034664657121326,0.6666666666666666,2,0.3333333333333333,0.3333333333333333,2,1,0.9454545454545452,0,0.5,0.2842031029619182,0.116686114352392,0.0639853747714808,178000
0.5555555555555556,0.6884057971014492,0.2833333333333314,0.0,3,1,3,3,0.0444720056697377,0.2245499181669394,4,0.2312987608994951,0.0,0.1899020346646571,0.6666666666666666,3,0.4166666666666666,0.3333333333333333,2,1,0.6090909090909093,2,0.5,0.3222849083215797,0.0,0.0,161500
0.4444444444444445,0.4855072463768124,0.0,0.0,3,1,2,2,0.0898299078667611,0.1297872340425532,4,0.1053235429095915,0.1573849878934624,0.1477015825169555,0.3333333333333333,3,0.2499999999999999,0.3333333333333333,2,5,0.3545454545454518,2,0.5,0.2891396332863187,0.0,0.0,119900
0.5555555555555556,0.4347826086956523,0.0,0.0,3,0,2,3,0.0891211906449326,0.155810147299509,4,0.1918311151904543,0.5690072639225182,0.3788620949510173,0.6666666666666666,3,0.5833333333333334,0.3333333333333333,2,5,0.2909090909090892,2,0.5,0.2538787023977433,0.0,0.0,239000
0.5555555555555556,0.7608695652173925,0.4500000000000028,0.3,3,1,2,3,0.1249114103472714,0.3018003273322422,0,0.3464892152363469,0.0,0.2844762622456669,0.6666666666666666,3,0.4166666666666666,0.3333333333333333,4,1,0.6999999999999993,1,0.5,0.385049365303244,0.0,0.2230347349177331,190000
0.5555555555555556,0.7173913043478262,0.3500000000000014,0.145,3,1,3,3,0.0685683912119064,0.079050736497545,4,0.0341899954107388,0.2440677966101695,0.1230218538055764,0.3333333333333333,3,0.1666666666666666,0.0,5,5,0.6454545454545446,2,0.25,0.1861777150916784,0.0,0.0,85400
0.5555555555555556,0.7608695652173925,0.8500000000000014,0.0175,3,2,3,2,0.2126151665485471,0.2635024549918167,2,0.2927948600275355,0.0,0.2403918613413715,0.6666666666666666,2,0.3333333333333333,0.6666666666666666,4,1,0.6999999999999993,1,0.5,0.3385049365303244,0.1960326721120186,0.1243144424131627,205000
0.5555555555555556,0.804347826086957,0.5499999999999972,0.0,3,2,3,3,0.0595322466335931,0.1774140752864157,4,0.1711794401101422,0.0,0.140542577241899,0.3333333333333333,3,0.2499999999999999,0.0,5,1,0.754545454545454,2,0.5,0.3413258110014104,0.1400233372228704,0.0,134000
0.3333333333333333,0.6449275362318847,0.4166666666666643,0.093125,3,1,3,0,0.2053508150248051,0.2044189852700491,0,0.2955484167049105,0.0,0.2426525998492841,0.3333333333333333,3,0.4166666666666666,0.3333333333333333,4,0,0.6818181818181799,0,1.0,0.9562764456981664,0.5122520420070011,0.0,168000
0.5555555555555556,0.9057971014492754,0.7833333333333314,0.0,3,2,2,0,0.1265060240963855,0.1312602291325695,2,0.1073887104176227,0.3433414043583535,0.2217407686510927,0.6666666666666666,3,0.5,0.3333333333333333,4,1,0.8818181818181792,0,0.5,0.2912552891396333,0.1108518086347724,0.1371115173674588,185000
